Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,5.720000,6.000000,5.190000,5.290000,5.290000,36608000
2020-03-17,5.400000,5.930000,5.100000,5.910000,5.910000,34524900
2020-03-18,5.180000,5.640000,4.300000,4.750000,4.750000,39420500
2020-03-19,4.530000,5.380000,4.080000,4.860000,4.860000,52183400
2020-03-20,5.230000,5.480000,4.780000,4.910000,4.910000,55651800
2020-03-23,5.030000,5.150000,4.250000,4.530000,4.530000,25237700
2020-03-24,4.890000,5.030000,4.410000,4.480000,4.480000,35847800
2020-03-25,4.500000,5.280000,4.420000,5.000000,5.000000,40368100
2020-03-26,5.010000,5.900000,5.010000,5.850000,5.850000,39077200
2020-03-27,5.410000,5.740000,5.320000,5.320000,5.320000,23665500
2020-03-30,5.440000,5.580000,5.030000,5.060000,5.060000,19222100
2020-03-31,4.690000,4.770000,3.970000,4.000000,4.000000,95278200
2020-04-01,3.850000,4.140000,3.750000,3.870000,3.870000,39683100
2020-04-02,4.000000,4.120000,3.570000,3.660000,3.660000,46616300
2020-04-03,3.680000,3.900000,3.580000,3.720000,3.720000,49668600
2020-04-06,3.930000,4.200000,3.850000,4.200000,4.200000,52451400
2020-04-07,4.650000,4.920000,4.400000,4.480000,4.480000,63028700
2020-04-08,4.460000,4.620000,4.300000,4.600000,4.600000,65161900
2020-04-09,4.650000,4.890000,4.460000,4.580000,4.580000,48232800
2020-04-13,4.600000,4.880000,4.550000,4.870000,4.870000,40740700
2020-04-14,5.070000,5.180000,4.900000,4.960000,4.960000,41188900
2020-04-15,4.830000,5.500000,4.720000,5.250000,5.250000,63230200
2020-04-16,5.540000,5.600000,5.040000,5.110000,5.110000,45165200
2020-04-17,5.300000,5.410000,4.900000,5.040000,5.040000,45686600
2020-04-20,4.900000,5.260000,4.830000,5.090000,5.090000,43993900
2020-04-22,5.040000,5.280000,5.010000,5.080000,5.080000,40698400
2020-04-23,5.170000,5.200000,4.760000,4.900000,4.900000,40616000
2020-04-24,4.840000,4.890000,4.250000,4.610000,4.610000,55993300
2020-04-27,4.780000,4.820000,4.550000,4.600000,4.600000,38809100
2020-04-28,4.760000,5.050000,4.650000,4.980000,4.980000,60940400
2020-04-29,5.140000,5.650000,4.980000,5.590000,5.590000,78795700
2020-04-30,5.450000,5.730000,5.220000,5.540000,5.540000,105295200
2020-05-04,5.400000,5.460000,5.140000,5.220000,5.220000,66908200
2020-05-05,5.370000,5.410000,4.930000,4.960000,4.960000,57101000
2020-05-06,5.010000,5.140000,4.680000,4.980000,4.980000,59635900
2020-05-07,5.050000,5.080000,4.700000,4.710000,4.710000,60231800
2020-05-08,4.810000,4.920000,4.640000,4.730000,4.730000,42424100
2020-05-11,4.670000,4.720000,4.500000,4.520000,4.520000,47892700
2020-05-12,4.580000,4.820000,4.340000,4.360000,4.360000,67896700
2020-05-13,4.380000,4.450000,3.970000,4.150000,4.150000,67116300
2020-05-14,4.060000,4.300000,3.950000,4.200000,4.200000,50183700
2020-05-15,4.150000,4.400000,4.110000,4.210000,4.210000,49968600
2020-05-18,4.440000,4.680000,4.310000,4.650000,4.650000,38879200
2020-05-19,4.640000,4.870000,4.600000,4.610000,4.610000,44411300
2020-05-20,4.720000,4.810000,4.530000,4.570000,4.570000,42927200
2020-05-21,4.640000,4.830000,4.570000,4.700000,4.700000,38156400
2020-05-22,4.500000,4.540000,4.260000,4.300000,4.300000,82675400
2020-05-25,4.450000,4.750000,4.420000,4.730000,4.730000,62976100
2020-05-26,5.000000,5.130000,4.750000,4.810000,4.810000,79464100
2020-05-27,4.880000,5.300000,4.800000,5.300000,5.300000,80534900
2020-05-28,5.320000,5.570000,5.140000,5.230000,5.230000,78910300
2020-05-29,5.190000,5.410000,5.100000,5.260000,5.260000,70988400
2020-06-01,5.290000,5.670000,5.250000,5.630000,5.630000,49317900
2020-06-02,5.860000,6.440000,5.810000,6.400000,6.400000,122838200
2020-06-03,6.960000,6.970000,6.600000,6.780000,6.780000,108846600
2020-06-04,6.650000,6.850000,6.520000,6.740000,6.740000,49205600
2020-06-05,7.090000,7.260000,6.850000,6.900000,6.900000,63907200
2020-06-08,6.970000,7.100000,6.780000,6.900000,6.900000,50892200
2020-06-09,6.710000,7.090000,6.610000,6.950000,6.950000,52792000
2020-06-10,7.100000,7.170000,6.660000,6.660000,6.660000,47811500
2020-06-12,6.410000,6.600000,6.160000,6.350000,6.350000,71840300
2020-06-15,6.090000,6.550000,5.920000,6.390000,6.390000,69187800
2020-06-16,6.660000,6.720000,6.150000,6.150000,6.150000,54967100
2020-06-17,6.210000,6.520000,6.000000,6.430000,6.430000,46937400
2020-06-18,6.360000,6.610000,6.250000,6.330000,6.330000,34150000
2020-06-19,6.480000,6.480000,6.270000,6.310000,6.310000,42137400
2020-06-22,6.440000,6.940000,6.360000,6.610000,6.610000,70878200
2020-06-23,6.790000,7.070000,6.570000,7.010000,7.010000,82039100
2020-06-24,7.080000,7.090000,6.610000,6.760000,6.760000,72462900
2020-06-25,6.790000,6.820000,6.560000,6.710000,6.710000,49668900
2020-06-26,6.660000,6.730000,6.270000,6.360000,6.360000,54740500
2020-06-29,6.420000,6.570000,6.080000,6.550000,6.550000,61974200
